rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
1,arxiv:2604.07430v1,HY-Embodied-0.5: Embodied Foundation Models for Real-World Agents,2026,arXiv,http://arxiv.org/abs/2604.07430v1,Addresses foundation-model evaluation for embodied agents or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robotic physics violation audits keeps action-critical alternatives explicit until a physical observation collapses them.
2,doi:10.1016/j.aei.2026.104370,Physics-informed embodied intelligence in the foundation model era: Advancing robot manipulation for smart manufacturing,2026,Advanced Engineering Informatics,https://doi.org/10.1016/j.aei.2026.104370,Addresses foundation-model evaluation for embodied agents or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robotic physics violation audits keeps action-critical alternatives explicit until a physical observation collapses them.
3,arxiv:2506.14697v3,AGENTSAFE: Benchmarking the Safety of Embodied Agents on Hazardous Instructions,2025,arXiv,http://arxiv.org/abs/2506.14697v3,Addresses foundation-model evaluation for embodied agents or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robotic physics violation audits keeps action-critical alternatives explicit until a physical observation collapses them.
4,arxiv:2606.00815v1,OmniEEG-Bench: A Standardized Evaluation Benchmark for EEG Foundation Models,2026,arXiv,http://arxiv.org/abs/2606.00815v1,Addresses foundation-model evaluation for embodied agents or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robotic physics violation audits keeps action-critical alternatives explicit until a physical observation collapses them.
5,arxiv:2601.21282v1,WorldBench: Disambiguating Physics for Diagnostic Evaluation of World Models,2026,arXiv,http://arxiv.org/abs/2601.21282v1,Addresses foundation-model evaluation for embodied agents or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robotic physics violation audits keeps action-critical alternatives explicit until a physical observation collapses them.
6,arxiv:2512.00797v1,Transforming Monolithic Foundation Models into Embodied Multi-Agent Architectures for Human-Robot Collaboration,2025,arXiv,http://arxiv.org/abs/2512.00797v1,Addresses foundation-model evaluation for embodied agents or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robotic physics violation audits keeps action-critical alternatives explicit until a physical observation collapses them.
7,arxiv:2508.15201v2,Survey of Vision-Language-Action Models for Embodied Manipulation,2025,arXiv,http://arxiv.org/abs/2508.15201v2,Addresses foundation-model evaluation for embodied agents or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robotic physics violation audits keeps action-critical alternatives explicit until a physical observation collapses them.
8,arxiv:2604.11174v1,"EmbodiedGovBench: A Benchmark for Governance, Recovery, and Upgrade Safety in Embodied Agent Systems",2026,arXiv,http://arxiv.org/abs/2604.11174v1,Addresses foundation-model evaluation for embodied agents or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robotic physics violation audits keeps action-critical alternatives explicit until a physical observation collapses them.
9,arxiv:2401.12963v2,AutoRT: Embodied Foundation Models for Large Scale Orchestration of Robotic Agents,2024,arXiv,http://arxiv.org/abs/2401.12963v2,Addresses foundation-model evaluation for embodied agents or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robotic physics violation audits keeps action-critical alternatives explicit until a physical observation collapses them.
10,doi:10.36227/techrxiv.176106902.20394622/v1,Exploring the Future of Robotics through Physics Informed Vision Based Foundations,,,https://doi.org/10.36227/techrxiv.176106902.20394622/v1,Addresses foundation-model evaluation for embodied agents or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robotic physics violation audits keeps action-critical alternatives explicit until a physical observation collapses them.
